,internal_id,avg_hardness,avg_yield,Al,B,C,Cr,Cu,Fe,Mn,Mo,N,Nb,Ni,S,Si,Ti,V,lattice_constant,atomic_mass,atomic_radius,max_min_radius
1882,MINFM67343,192.0,205.0,0.0,0.0,0.04,24.0,0.0,49.0799,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,2.77002113,51.044284435,1.2798985999999999,0.7
1884,MINFM67344,192.0,205.0,0.0,0.0,0.04,24.0,0.0,47.3249,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,2.71965263,50.064204685,1.2553286,0.7
1885,MINFM67619,120.5,137.5,0.0,0.0,0.0,25.0,0.0,69.6349,0.0,0.75,0.0,0.05,0.0,0.0,0.0,0.0,0.0,2.74379663,52.652638095,1.3364885999999998,0.050000000000000044
1888,MINFM67359,192.0,205.0,0.0,0.0,0.005,17.0,0.0,64.0599,0.0,0.0,0.06,0.0,9.0,0.0,0.0,0.0,0.0,2.64752103,49.90499871,1.2567636,0.7499999999999999
1889,MINFM67351,192.0,240.0,0.0,0.0,0.0,16.0,0.0,61.9399,0.0,2.0,0.1,0.0,11.0,0.0,0.0,0.0,0.0,2.69271413,51.298793855,1.2693086,0.7999999999999999
1891,MINFM52042,98.5,137.5,0.0,0.0,0.05,0.44,0.0,97.2699,0.3,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,2.8599231300000003,54.86040548000001,1.3779886000000001,0.7
1894,MINFM66256,217.0,205.0,0.0,0.0,0.0,11.5,0.0,83.5299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.72850813,52.626824155,1.3304185999999998,0.0
1899,MINFM67450,103.5,102.5,0.0,0.0,0.0,11.5,0.0,84.0299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7428581299999997,52.906049155,1.3374186,0.0
1902,MINFM51143,190.0,240.0,0.0,0.0,0.0,0.0,0.0,60.3999,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,2.96547713,54.273014155,1.3180986,0.04999999999999982
1904,MINFM52515,96.0,103.5,0.0,0.0,0.0,24.0,0.0,48.8499,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,2.7619921300000003,50.911036655000004,1.2763985999999998,0.04999999999999982
1905,MINFM55860,117.5,224.0,0.0,0.0,0.0,11.5,0.0,81.7799,0.0,0.0,0.0,0.0,1.25,0.0,0.0,0.0,0.0,2.72228313,52.383204155,1.3227935999999998,0.04999999999999982
1908,MINFM52526,96.0,103.5,0.0,0.0,0.0,14.0,0.0,44.7799,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,2.84998313,51.655611155,1.2684186,0.04999999999999982
1910,MINFM52504,96.0,103.5,0.0,0.0,0.0,18.0,0.0,65.8499,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,2.6898921300000005,50.828646655,1.2818985999999999,0.04999999999999982
1912,MINFM55856,103.5,103.5,0.0,0.0,0.0,11.5,0.0,83.8299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.73711813,52.794359154999995,1.3346185999999998,0.0
1913,MINFM50873,264.0,345.0,0.0,0.0,0.12,0.4,0.0,97.3594,0.7,0.15,0.0,0.0,0.0,0.0,0.2,0.01,0.03,2.8890347800000002,55.197470635,1.3841915999999999,0.75
1915,MINFM50894,264.0,345.0,0.0,0.001,0.1,0.0,0.0,97.3749,1.1,0.45,0.0,0.0,0.0,0.0,0.15,0.0,0.0,2.9184269300000003,55.46930845999999,1.3875321,0.75
1920,MINFM55765,160.5,550.0,0.0,0.0,0.0,0.0,0.0,96.9999,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.79278713,54.2245322,1.3593985999999998,0.0
1925,MINFM51335,250.0,430.0,0.0,0.0,0.0,24.0,0.3,38.2949,2.0,7.0,0.45,0.0,21.0,0.0,0.0,0.0,0.0,2.9567691299999996,54.258693955,1.2921036,0.7999999999999999
1932,MINFM51472,252.0,570.0,0.0,0.0,0.43,0.0,0.0,97.8199,0.6,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,2.8842671299999996,55.050925685,1.3825385999999997,0.7
1933,MINFM51500,252.0,570.0,0.0,0.0,0.3,0.8,0.0,96.5199,0.65,0.15,0.0,0.0,0.0,0.0,0.15,0.0,0.0,2.87452613,54.8966745975,1.3775036,0.75
1934,MINFM66592,300.0,550.0,0.0,0.0,0.0,24.0,0.0,58.0949,0.0,3.0,0.24,0.0,6.0,0.0,0.0,0.0,0.0,2.67391723,51.355580985,1.2753885999999999,0.7999999999999999
1939,MINFM51309,142.5,620.0,0.0,0.0,0.0,11.5,0.0,81.2099,0.0,0.4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.70972413,52.301914155000006,1.3172385999999998,0.09999999999999987
1940,MINFM66565,29.0,450.0,0.0,0.0,0.0,21.0,0.0,63.7199,0.0,2.5,0.08,0.0,4.5,0.0,0.0,0.0,0.0,2.67394233,51.554467515,1.2835986,0.7999999999999999
1942,MINFM52836,120.5,137.5,0.0,0.0,0.0,25.0,0.0,68.7349,0.0,0.75,0.0,0.05,0.0,0.0,0.0,0.0,0.0,2.71796663,52.150033095,1.3238885999999999,0.050000000000000044
1945,MINFM21355,90.0,205.0,0.0,0.0,0.0,17.0,0.0,65.8949,0.5,0.0,0.0,0.0,9.0,0.0,0.2,0.0,0.0,2.7528936300000004,51.25161113000001,1.2912286,0.2999999999999998
1946,MINFM21373,90.0,235.0,0.0,0.0,0.0,17.0,0.0,65.2449,0.5,0.0,0.0,0.0,9.0,0.0,0.2,0.0,0.0,2.73423863,50.88861863,1.2821285999999998,0.2999999999999998
1947,MINFM23030,142.5,610.0,0.0,0.0,0.36,1.0,0.0,94.5799,0.45,0.2,0.0,0.0,1.3,0.0,0.1,0.0,0.0,2.8535901299999997,54.6115455775,1.3684885999999998,0.75
1949,MINFM21946,217.0,240.0,0.0,0.0,0.32,0.0,0.0,97.5899,1.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,2.92209413,55.151024345,1.3844986,0.7
1950,MINFM20510,117.5,450.0,0.0,0.0,0.0,11.5,0.0,82.9199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.71100113,52.286169655,1.3218785999999998,0.0
1951,MINFM22079,239.0,292.5,0.0,0.0,0.2,12.0,0.0,81.2099,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,2.69916913,51.663319555,1.3078385999999997,0.7
1953,MINFM21854,251.5,602.5,0.0,0.0,0.36,0.0,0.0,97.4599,0.6,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,2.9121611300000003,55.05211744500001,1.3852586,0.7
1954,MINFM21864,276.5,672.5,0.0,0.0,0.32,0.0,0.0,97.5799,1.3,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.93446713,55.45719198,1.3897486,0.75
1958,MINFM21724,196.0,155.0,0.0,0.0,0.45,0.0,0.0,98.4499,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.89491713,55.363023075,1.3898485999999999,0.7
1962,MINFM21121,127.5,465.0,0.0,0.0,0.0,11.5,0.0,83.2199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7196111299999997,52.453704654999996,1.3260785999999998,0.0
1963,MINFM21125,170.5,695.0,0.0,0.0,0.0,0.0,0.0,99.9399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.86827513,55.811437155,1.3991585999999998,0.0
1968,MINFM29373,110.0,343.0,0.0,0.0,0.0,12.0,0.0,83.2999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.73630713,52.758361155,1.3341985999999997,0.0
1969,MINFM29320,115.0,380.0,0.0,0.0,0.15,4.0,0.0,91.2999,0.4,0.45,0.0,0.0,0.0,0.0,0.2,0.0,0.0,2.8014571299999997,53.791942385,1.3495735999999998,0.75
1997,MINFM76690,207.0,635.0,0.0,0.0,0.17,0.8,0.0,95.9999,0.8,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,2.90429613,54.739805005,1.3774885999999995,0.7
1998,MINFM76682,229.0,835.0,0.0,0.0,0.32,0.8,0.0,96.8099,0.4,0.15,0.0,0.0,0.0,0.0,0.17,0.0,0.0,2.86242413,54.929299225,1.3784235999999999,0.75
1999,MINFM76686,229.0,417.5,0.7,0.0,0.35,1.35,0.0,95.1599,0.3,0.15,0.0,0.0,0.0,0.0,0.2,0.0,0.0,2.85306913,54.4397968602,1.3709135999999997,0.75
2000,MINFM76674,207.0,785.0,0.0,0.0,0.37,0.8,0.0,96.9199,0.5,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,2.87153113,54.907762119999994,1.3795385999999998,0.7
2001,MINFM76699,269.0,835.0,0.0,0.0,0.37,0.6,0.0,95.5399,0.5,0.15,0.0,0.0,1.25,0.0,0.17,0.0,0.0,2.8748901300000003,54.91068642,1.3764686,0.75
2003,MINFM76665,217.0,735.0,0.0,0.0,0.42,0.0,0.0,96.6699,1.4,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,2.9231111300000006,54.852628575,1.3777886,0.7
2034,MINFM50003,120.0,380.0,0.0,0.0,0.5,0.0,0.0,98.0999,0.4,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,2.87973713,55.119865835000006,1.3846986000000001,0.7
2037,MINFM50021,140.0,600.0,0.0,0.0,0.3,0.6,0.0,95.9999,1.1,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,2.9135571299999996,54.73198435,1.3764985999999997,0.7
2038,MINFM50039,125.0,380.0,0.0,0.0,0.35,0.4,0.0,95.2799,0.6,0.0,0.0,0.0,1.6,0.0,0.2,0.0,0.0,2.87906813,54.783975675,1.3741686,0.7
2043,MINFM7292,246.0,672.0,0.0,0.0,0.38,0.0,0.0,97.2949,1.6,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,2.95631463,55.301114534999996,1.3888386,0.7
2048,MINFM7210,81.5,350.0,0.0,0.0,0.37,0.0,0.0,97.7299,1.35,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,2.94644813,55.3890178525,1.3905085999999998,0.7
2049,MINFM8350,138.5,585.0,0.0,0.0,0.0,15.0,3.0,69.6599,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.6451391299999996,50.368168155,1.2662385999999999,0.04999999999999982
2050,MINFM7899,302.5,817.5,0.0,0.0,0.37,0.65,0.0,95.0599,0.55,0.2,0.0,0.0,1.55,0.0,0.15,0.0,0.0,2.87804813,54.91453059249999,1.3757035999999998,0.75
2054,MINFM50278,287.5,775.0,0.0,0.0005,0.47,0.35,0.0,96.3769,0.7,0.15,0.0,0.0,0.35,0.0,0.15,0.0,0.0,2.88033968,54.836201965,1.37582085,0.75
2055,MINFM8638,276.5,777.5,0.0,0.0,0.37,0.35,0.0,96.4599,0.7,0.2,0.0,0.0,0.35,0.0,0.15,0.0,0.0,2.88068313,54.91845856,1.3770035999999999,0.75
2065,MINFM8523,310.0,548.5,0.0,0.0,0.4,0.4,0.0,96.6249,0.75,0.15,0.0,0.0,0.4,0.0,0.15,0.0,0.0,2.89255963,55.0490497925,1.3808736,0.75
2066,MINFM8551,287.5,634.5,0.0,0.0,0.48,0.4,0.0,96.5449,0.75,0.15,0.0,0.0,0.4,0.0,0.15,0.0,0.0,2.89311963,55.0139823525,1.3803135999999998,0.75
2070,MINFM67137,96.0,275.0,0.0,0.0,0.0,0.0,0.0,97.7299,0.6,0.44,0.0,0.0,0.0,0.0,0.15,0.0,0.0,2.88019313,55.371155175,1.3846485999999998,0.34999999999999987
2071,MINFM50532,41.5,345.0,0.0,0.0,0.0,25.0,0.0,68.2349,0.0,0.75,0.0,0.05,0.0,0.0,0.0,0.0,0.0,2.70361663,51.870808095,1.3168885999999997,0.050000000000000044
2074,MINFM67310,217.0,135.0,0.0,0.0,0.016,24.0,0.0,45.2899,0.0,1.6,0.09,0.0,20.5,0.0,0.0,0.0,0.0,2.76722643,51.352923397,1.2707055999999999,0.7999999999999999
2075,MINFM67322,163.0,205.0,0.0,0.0,0.05,2.65,0.0,91.2899,0.3,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.74999513,53.29708079,1.3313085999999998,0.75
2076,MINFM67323,163.0,205.0,0.0,0.0,0.05,1.9,0.0,94.9699,0.3,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.83621613,55.02936404,1.3733435999999999,0.75
2078,MINFM53268,183.0,240.0,0.0,0.0,0.0,17.0,0.0,59.4419,0.0,0.0,0.0,0.0,14.0,0.0,3.7,0.0,0.0,2.8892925299999996,51.290905554999995,1.2998866,0.2999999999999998
2079,MINFM66178,217.0,275.0,0.0,0.0,0.0,17.5,0.0,74.0699,0.0,1.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.68493113,52.142603155,1.3073536,0.050000000000000044
2082,MINFM67141,93.5,275.0,0.0,0.0,0.0,11.5,0.0,83.7799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.73568313,52.766436655,1.3339185999999998,0.0
2085,MINFM53294,217.0,205.0,0.0,0.0,0.0,17.0,0.0,57.8599,0.0,0.0,0.0,0.0,17.5,0.0,1.5,0.0,0.0,2.84762913,51.843825655,1.3007886,0.2999999999999998
2086,MINFM52313,225.0,415.0,0.0,0.0,0.0,8.0,0.0,84.7649,0.3,0.9,0.0,0.0,0.0,0.0,0.25,0.0,0.0,2.73174763,52.59513429,1.3187085999999997,0.34999999999999987
2087,MINFM54830,217.0,240.0,0.0,0.0,0.0,11.5,0.0,83.5999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.73051713,52.665915655,1.3313986,0.0
2089,MINFM67502,103.5,235.0,0.0,0.0,0.0,10.5,0.0,86.6449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7891086300000003,53.846434905,1.3600286,0.0
2091,MINFM51164,95.0,120.0,0.0,0.0,0.0,0.0,0.0,95.9699,0.0,0.0,0.0,0.0,2.03,0.0,0.13,0.0,0.0,2.83285113,54.822377825,1.3724135999999998,0.2999999999999998
2092,MINFM52320,225.0,450.0,0.0,0.0,0.0,11.5,0.0,80.1699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6320761299999997,50.750432155,1.2833785999999998,0.0
2094,MINFM66198,201.0,205.0,0.0,0.0,0.0,17.0,0.0,67.9249,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,2.72064463,51.467469405,1.2969486,0.04999999999999982
2095,MINFM66205,183.0,205.0,0.0,0.0,0.0,17.0,0.0,65.0549,0.0,0.0,0.0,0.0,10.5,0.0,0.0,0.0,0.0,2.72627563,51.332052905000005,1.2905186,0.04999999999999982
2096,MINFM66211,217.0,205.0,0.0,0.0,0.04,22.0,0.0,58.0749,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,2.72417763,50.91908218500001,1.2833286,0.7
2097,MINFM66229,217.0,205.0,0.0,0.0,0.0,18.0,0.0,54.5449,0.0,4.0,0.0,0.0,13.5,0.0,0.0,0.0,0.0,2.68503863,51.581106405,1.2558786,0.09999999999999987
2098,MINFM52191,163.0,102.5,0.0,0.0,0.05,1.0,0.0,96.0549,0.3,0.44,0.0,0.0,0.0,0.0,0.5,0.0,0.0,2.85504063,54.89520289,1.3751985999999998,0.75
2101,MINFM53236,346.0,862.0,0.0,0.0,0.37,0.7,0.0,94.9099,0.7,0.3,0.0,0.0,1.65,0.0,0.15,0.0,0.0,2.8951881299999997,55.09380160999999,1.3792035999999996,0.75
2104,MINFM66261,183.0,205.0,0.0,0.0,0.0,14.0,0.0,81.0599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.72961913,52.547355155,1.3308385999999999,0.0
2109,MINFM66186,241.0,415.0,0.0,0.0,0.0,20.5,0.0,52.1199,4.0,1.5,0.2,0.1,11.5,0.0,0.0,0.0,0.1,2.90828913,50.323782735,1.2537786,0.7999999999999999
2111,MINFM67308,192.0,275.0,0.8,0.0,0.016,17.0,0.0,56.6999,0.0,0.0,0.0,0.0,13.5,0.0,3.2,0.0,0.0,2.79881833,49.543515175799996,1.2593606,0.7
2112,MINFM67372,108.5,137.5,0.0,0.0,0.0,17.5,0.0,74.8699,0.0,1.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7078911299999997,52.589363155,1.3185536,0.050000000000000044
2113,MINFM67341,192.0,205.0,0.0,0.0,0.0,22.0,0.0,57.3449,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,2.70179863,50.506609405000006,1.2728286,0.04999999999999982
2116,MINFM52878,132.5,225.0,0.0,0.0,0.0,25.0,0.0,62.3599,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.63942913,51.289045155,1.2800386,0.09999999999999987
2117,MINFM66196,241.0,380.0,0.0,0.0,0.0,17.0,0.0,61.4299,11.5,0.0,0.2,0.0,2.25,0.0,0.0,0.0,0.0,3.36226613,50.81135473,1.2906936,0.7499999999999999
2118,MINFM66181,217.0,260.0,0.0,0.0,0.0,16.0,0.0,67.8949,5.5,0.0,0.0,0.0,3.5,0.0,0.0,0.0,0.0,3.0215336300000004,51.31114438,1.2987786,0.04999999999999982
2120,MINFM52530,95.0,120.5,0.0,0.0,0.0,14.0,0.0,81.3099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.73679413,52.686967655000004,1.3343386,0.0
2121,MINFM50876,264.0,345.0,0.0,0.001,0.1,0.0,0.0,97.6249,1.1,0.15,0.0,0.0,0.0,0.0,0.15,0.0,0.0,2.9161519300000003,55.32110096,1.3866820999999998,0.75
2122,MINFM52534,95.0,103.5,0.0,0.0,0.0,16.0,0.0,77.5049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.68519063,51.601987405,1.3090686,0.0
2123,MINFM50897,264.0,345.0,0.0,0.001,0.11,0.0,0.2,96.6599,1.1,0.1,0.0,0.0,0.0,0.0,0.15,0.0,0.0,2.89445843,54.86251977999999,1.3752171,0.75
2124,MINFM50891,264.0,345.0,0.0,0.001,0.12,0.0,0.0,98.0149,0.45,0.5,0.0,0.0,0.0,0.0,0.2,0.0,0.0,2.88401393,55.534034057499994,1.3888070999999997,0.75
2125,MINFM52500,96.0,103.5,0.0,0.0,0.0,16.0,0.0,70.7799,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,2.7033831299999997,51.368015155,1.2959185999999998,0.04999999999999982
2128,MINFM52351,192.0,207.0,0.0,0.0,0.0,16.0,0.0,61.8499,0.0,2.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,2.68609213,51.234526654999996,1.2673986,0.09999999999999987
2129,MINFM54788,127.5,327.5,0.0,0.0,0.38,0.8,0.0,96.5929,0.6,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,2.87030723,54.775670985,1.3762106,0.7
2131,MINFM55872,95.0,120.5,0.0,0.0,0.0,16.0,0.0,79.3099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.73699413,52.609989655,1.3343386,0.0
2133,MINFM52511,96.0,103.5,0.0,0.0,0.0,22.0,0.0,57.8499,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,2.7162921300000002,50.788626655,1.2798985999999999,0.04999999999999982
2138,MINFM52757,120.5,207.5,0.0,0.0,0.0,28.0,0.0,62.5749,0.0,3.5,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.78294963,54.035628905,1.3457986,0.09999999999999987
2141,MINFM51345,103.5,310.0,0.0,0.0,0.05,2.7,0.0,94.3099,0.3,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.83810913,55.009597840000005,1.3742885999999999,0.75
2143,MINFM66570,145.0,225.0,0.0,0.0,0.0,21.5,0.05,66.9899,0.0,0.05,0.05,0.0,3.0,0.0,0.0,0.0,0.0,2.65280963,50.437219505,1.2810836,0.7999999999999999
2147,MINFM67009,190.0,240.0,0.0,0.0,0.0,16.0,0.0,76.8299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.66581813,51.225033655,1.2996185999999998,0.0
2149,MINFM66583,280.0,450.0,0.0,0.0,0.0,24.0,0.0,62.1949,0.0,1.2,0.14,0.0,5.5,0.0,0.0,0.0,0.0,2.71324823,51.610832285,1.2992886,0.7999999999999999
2153,MINFM52850,120.5,155.0,0.0,0.0,0.0,25.0,0.0,69.8199,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7474561299999998,52.709498155000006,1.3383536,0.050000000000000044
2154,MINFM51295,290.0,440.0,0.0,0.0,0.0,18.0,0.0,68.5599,1.2,2.5,0.05,0.0,4.25,0.0,1.4,0.0,0.0,2.89913863,53.599000545,1.3379885999999999,0.7999999999999999
2159,MINFM51493,252.0,570.0,0.0,0.0,0.38,0.8,0.0,96.4199,0.75,0.15,0.0,0.0,0.0,0.0,0.15,0.0,0.0,2.88340213,54.905376202499994,1.3780636,0.75
2160,MINFM51507,252.0,570.0,0.0,0.0,0.35,0.8,0.0,96.2999,0.65,0.3,0.0,0.0,0.0,0.0,0.15,0.0,0.0,2.87472213,54.923730947500005,1.3769485999999997,0.75
2161,MINFM51521,252.0,570.0,0.0,0.0,0.3,1.0,0.0,94.7999,0.4,0.2,0.0,0.0,1.3,0.0,0.15,0.0,0.0,2.85603213,54.71377188499999,1.3709985999999998,0.75
2162,MINFM51310,295.0,620.0,0.0,0.0,0.0,11.5,0.0,77.7899,0.5,0.5,0.0,0.0,3.5,0.0,0.0,0.0,0.0,2.7471701299999998,52.22998038,1.3115586,0.09999999999999987
2164,MINFM21962,240.5,500.0,0.0,0.0,0.4,0.0,0.0,97.7599,1.2,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,2.93923313,55.339793494999995,1.3894385999999999,0.7
2165,MINFM22075,203.5,262.5,0.0,0.0,0.09,0.0,0.0,95.3399,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,2.75517313,53.301474285000005,1.3368885999999998,0.7
2166,MINFM20506,127.5,370.0,0.0,0.0,0.0,2.5,0.0,93.4199,0.3,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7908461300000003,53.970849789999995,1.3521535999999998,0.050000000000000044
2167,MINFM22083,239.0,292.5,0.0,0.0,0.14,11.5,0.0,83.2299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.72489613,52.476104135,1.3271986,0.7
2168,MINFM21358,90.0,235.0,0.0,0.0,0.0,17.0,0.0,66.8649,0.5,0.0,0.0,0.0,8.0,0.0,0.2,0.0,0.0,2.7455326300000005,51.20637363000001,1.2913085999999998,0.2999999999999998
2170,MINFM23039,120.5,470.0,0.0,0.0,0.25,3.0,0.0,93.9999,0.45,0.45,0.0,0.0,0.0,0.0,0.1,0.0,0.0,2.85273213,54.79119060749999,1.3736735999999998,0.75
2171,MINFM23026,111.5,440.0,0.0,0.0,0.15,0.0,0.0,96.0899,1.4,0.15,0.0,0.0,0.4,0.0,0.1,0.0,0.0,2.9118301300000002,54.855322435,1.3745836,0.75
2172,MINFM23033,142.5,610.0,0.0,0.0,0.27,0.5,0.0,94.2699,0.45,0.45,0.0,0.0,2.3,0.0,0.1,0.0,0.0,2.87015513,54.994419947500006,1.3736435999999999,0.75
2177,MINFM21892,277.0,695.0,0.0,0.0,0.36,0.9,0.0,97.1099,0.7,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.89278113,55.27070339,1.3866336,0.75
2178,MINFM20539,124.0,540.0,0.0,0.0,0.09,11.5,0.0,83.2799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.72454613,52.49802128499999,1.3275485999999999,0.7
2179,MINFM20538,151.0,660.0,0.0,0.001,0.17,0.9,0.0,94.9999,0.35,0.9,0.0,0.0,0.0,0.0,0.1,0.0,0.6,2.84158843,54.9306630125,1.3709471,0.75
2181,MINFM22035,276.5,672.5,0.0,0.0,0.34,0.4,0.0,96.2299,1.2,0.15,0.0,0.0,0.6,0.0,0.0,0.0,0.0,2.91798113,55.143735375000006,1.3822736,0.75
2186,MINFM21093,103.5,320.0,0.0,0.0,0.18,0.0,0.0,97.4499,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9099181300000003,55.101772455,1.3823585999999999,0.7
2187,MINFM21094,114.5,370.0,0.0,0.0,0.25,0.0,0.0,97.3699,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.91012113,55.065503944999996,1.3817286,0.7
2188,MINFM21097,106.0,280.0,0.0,0.0,0.0,1.0,0.0,95.4499,0.5,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.82683713,54.530377879999996,1.3638235999999997,0.050000000000000044
2192,MINFM29348,165.0,800.0,0.0,0.0,0.38,0.6,0.0,94.1399,0.6,0.35,0.0,0.0,1.8,0.0,0.5,0.0,0.0,2.88753613,54.792371384999996,1.3722936,0.75
2193,MINFM29286,107.0,330.0,0.0,0.0,0.34,0.0,0.0,96.4099,1.2,0.0,0.0,0.0,0.0,0.0,0.2,0.02,0.0,2.89723213,54.605945975,1.3713985999999998,0.7
2194,MINFM29288,118.5,340.0,0.0,0.0,0.52,0.0,0.0,97.8999,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,2.89989113,55.14977252,1.3867386,0.7
2202,MINFM76684,241.0,225.0,0.0,0.0,0.08,0.3,0.0,97.1599,0.4,0.25,0.0,0.0,0.0,0.0,0.17,0.0,0.15,2.85718113,55.00830279499999,1.3781185999999996,0.75
2203,MINFM76679,179.0,295.0,0.0,0.0,0.12,0.8,0.0,96.7799,0.4,0.4,0.0,0.0,0.0,0.0,0.17,0.0,0.0,2.86229813,55.128374324999996,1.3802285999999997,0.75
2208,MINFM76685,179.0,245.0,0.0,0.0,0.17,0.9,0.0,96.5599,0.4,0.25,0.0,0.0,0.0,0.0,0.17,0.0,0.15,2.86045413,54.996019025,1.3787485999999998,0.75
2214,MINFM41998,90.0,175.0,0.0,0.0,0.0,0.0,0.0,97.6349,0.3,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,2.8369366300000003,54.73115229,1.3727385999999997,0.2999999999999998
2250,MINFM49993,85.0,240.0,0.0,0.0,0.2,0.0,0.0,98.3299,0.4,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,2.87562813,55.212277235,1.3858185999999997,0.7
2256,MINFM29330,134.5,490.0,0.0,0.0,0.45,0.0,0.0,97.4999,0.6,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,2.90023213,55.00100857499999,1.3831485999999997,0.7
2257,MINFM29341,142.5,715.0,0.0,0.0,0.35,0.8,0.0,96.1499,0.7,0.2,0.0,0.0,0.0,0.0,0.3,0.0,0.0,2.87985713,54.81362072,1.3757486,0.75
2261,MINFM50027,132.5,550.0,0.0,0.0,0.45,0.6,0.0,97.0999,0.5,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,2.8754221300000005,54.922325130000004,1.3801486,0.7
2267,MINFM7945,169.0,390.0,0.0,0.0,0.18,0.0,0.0,98.1449,0.45,0.45,0.0,0.0,0.0,0.0,0.15,0.0,0.0,2.8855096300000005,55.5517181175,1.3897636,0.75
2268,MINFM7629,215.0,470.5,0.0,0.0,0.17,0.3,0.0,97.5699,0.6,0.08,0.0,0.0,0.0,0.0,0.15,0.0,0.0,2.8789701300000003,55.112825665,1.3825785999999998,0.75
