,internal_id,avg_hardness,avg_yield,Al,B,C,Cr,Cu,Fe,Mn,Mo,N,Nb,Ni,S,Si,Ti,V,youngs_modulus,lattice_constant,melting_point,specific_heat,atomic_mass,CTE,electrical_resistivity,atomic_radius,density_of_solid,poissons_ratio,max_min_radius
1280,MINFM32717,162.5,550.0,0.0,0.0,0.0,15.0,0.0,73.3999,0.0,0.8,0.0,0.0,4.5,0.0,0.0,0.0,0.0,208.355789,2.7221771300000004,1747.3601919999999,0.42030455699999997,52.198312154999996,1.00375882e-05,9.61299e-08,1.3099485999999998,7333.608126,0.26078970999999995,0.09999999999999987
1281,MINFM48553,300.0,686.0,0.0,0.0,0.17,1.0,0.0,96.7399,1.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,208.97108899999998,2.9094351300000003,1794.882492,0.44061155700000004,55.161902145000006,1.1697798200000003e-05,1.8294099000000001e-06,1.3854186,7771.214626,0.28264571,0.7
1282,MINFM27840,134.5,588.0,0.0,0.001,0.28,0.8,0.0,96.5249,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207.68153900000001,2.88339793,1786.5849219999998,0.437803357,54.848479680000004,1.1644378200000001e-05,10000000.00000014,1.3771171,7731.092825999999,0.28160221,0.7
1284,MINFM48740,126.5,490.0,0.0,0.0,0.26,0.8,0.0,97.1699,0.4,0.15,0.0,0.0,0.0,0.0,0.17,0.0,0.0,208.62588899999997,2.87061413,1797.0678919999998,0.439694857,55.123134805,1.16221282e-05,1.8300284000000004e-06,1.3830435999999997,7763.433125999999,0.28393771,0.75
1312,MINFM6912,74.5,353.0,0.0,0.0,0.37,0.0,0.0,98.5949,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,209.22323899999998,2.89622263,1805.831792,0.44226810699999997,55.43438976499999,1.1790668200000001e-05,1.442349e-07,1.3913186,7816.570325999999,0.28592521,0.7
1313,MINFM7055,87.0,190.0,0.0,0.0,0.75,0.0,0.0,98.1549,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,208.29483899999997,2.89716063,1812.3925919999997,0.44302070699999996,55.234312425,1.1765728200000001e-05,1.817949e-07,1.3878185999999997,7790.539325999999,0.28464921,0.7
1314,MINFM6956,81.5,310.0,0.0,0.0,0.43,0.0,0.0,98.5349,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,209.09663899999995,2.8966426299999997,1807.0389919999998,0.442428907,55.408089184999994,1.17878482e-05,1.501749e-07,1.3908985999999997,7813.206125999999,0.28575121,0.7
1315,MINFM7145,58.0,220.0,0.0,0.0,0.14,0.0,0.0,98.0299,1.3,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,209.417089,2.94240213,1797.7583919999997,0.442054457,55.50145922,1.18595682e-05,7.999999999999998e+19,1.3923985999999997,7820.726126,0.28428671,0.7
1316,MINFM7116,60.5,235.0,0.0,0.0,0.14,0.0,0.0,98.3299,1.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,209.45608899999996,2.92434213,1798.6313919999998,0.44195245699999997,55.504180085,1.18298682e-05,7.999999999999998e+19,1.3923985999999997,7821.938125999999,0.28515671,0.7
1318,MINFM7170,87.0,345.0,0.0,0.0,0.32,0.0,0.0,97.7899,1.35,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,209.009689,2.94638513,1801.053692,0.442509557,55.4165195025,1.1854878200000002e-05,7.999999999999998e+19,1.3909985999999999,7809.644126,0.28359070999999997,0.7
1328,MINFM67295,192.0,205.0,0.0,0.0,0.0,18.0,0.0,66.1849,0.0,0.0,0.1,0.0,8.0,0.0,0.0,0.0,0.0,205.870139,2.70354563,1718.166282,0.416479107,51.029734105,9.7638182e-06,9.480489999999999e-08,1.2872385999999998,7209.239025999999,0.25453621,0.7499999999999999
1333,MINFM67260,160.5,517.5,0.0,0.0,0.0,19.5,0.5,51.4199,0.0,6.0,0.18,0.0,17.5,0.0,0.0,0.0,0.0,218.29098900000002,2.86767133,1827.368714,0.41746015699999994,55.225369715,9.7385482e-06,9.217089999999999e-08,1.3240485999999998,7661.402925999999,0.26461771,0.7999999999999999
1339,MINFM7975,127.5,192.5,0.0,0.0,0.2,0.0,0.0,97.9749,0.7,0.35,0.0,0.0,0.0,0.0,0.15,0.0,0.0,209.335039,2.90041963,1802.284692,0.44072280700000005,55.50058887000001,1.1747838200000002e-05,1.6282474e-06,1.3895736,7810.842626,0.28521221,0.75
1343,MINFM8695,289.0,254.5,0.0,0.0,0.14,0.25,0.0,97.0499,0.7,0.08,0.0,0.0,0.25,0.0,0.15,0.0,0.0,207.692489,2.87922513,1785.1056919999999,0.43784825699999996,54.99450194999999,1.16672182e-05,1.6216714e-06,1.3791635999999998,7749.011925999999,0.28299271,0.75
1344,MINFM8102,80.0,205.0,0.0,0.0,0.0,4.0,0.0,91.2799,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,205.07658899999998,2.74753313,1747.1005919999998,0.424893957,53.438864155000005,1.09862282e-05,9.657989999999999e-08,1.3397185999999999,7514.099326,0.27435170999999997,0.050000000000000044
1345,MINFM8105,75.0,170.0,0.0,0.0,0.0,4.0,0.0,91.1799,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,204.865589,2.74466313,1745.2925919999998,0.424450957,53.383019155,1.0974428200000001e-05,9.64799e-08,1.3383186,7506.225326,0.27406170999999996,0.050000000000000044
1354,MINFM8051,321.0,475.5,0.0,0.0,0.12,0.0,0.0,94.6699,0.3,0.2,0.0,0.0,3.2,0.0,0.15,0.0,0.0,207.47598899999997,2.87506513,1784.3032919999998,0.43740435699999997,55.159829679999994,1.1686968200000002e-05,1.6134039000000003e-06,1.3781685999999997,7788.549325999999,0.28508270999999996,0.75
1360,MINFM8034,336.0,367.5,0.0,0.0,0.16,0.35,0.0,96.8599,0.7,0.3,0.0,0.0,0.9,0.0,0.15,0.0,0.0,209.59438899999998,2.90717613,1802.1414919999997,0.44106845699999997,55.53536979,1.17487782e-05,1.6241974e-06,1.3900085999999998,7822.162726,0.28534870999999995,0.75
1361,MINFM8662,176.0,346.5,0.0,0.0,0.19,0.35,0.0,96.5499,0.7,0.3,0.0,0.0,0.35,0.0,0.15,0.0,0.0,207.84028899999998,2.8799901299999995,1788.1896919999997,0.437471957,55.0430398,1.16406282e-05,1.6264914e-06,1.3784535999999998,7749.439425999999,0.28274470999999995,0.75
1362,MINFM8388,121.5,550.0,0.0,0.0,0.14,0.35,0.0,96.8499,0.6,0.15,0.0,0.0,0.35,0.0,0.15,0.0,0.0,207.78178899999997,2.8732001300000003,1785.851692,0.43759195700000003,55.005721405,1.1643578200000003e-05,1.6202689000000002e-06,1.3787285999999999,7749.037926,0.28314971,0.75
1363,MINFM8448,176.0,346.5,0.0,0.0,0.2,0.4,0.0,97.5049,0.7,0.15,0.0,0.0,0.4,0.0,0.15,0.0,0.0,209.601339,2.9062306300000005,1803.431092,0.4418627070000001,55.488995370000005,1.1755978200000002e-05,1.6284634e-06,1.3910936,7817.466826,0.28530921000000004,0.75
1372,MINFM66144,192.0,275.0,0.0,0.0,0.0,17.0,0.0,78.3199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,212.684989,2.7373811299999997,1778.1237919999999,0.429917157,52.577085155000006,1.0074748200000001e-05,9.990990000000001e-08,1.3344786,7380.708926,0.26282771,0.0
1373,MINFM66158,302.0,690.0,0.0,0.0,0.0,11.5,0.0,83.9499,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,209.271789,2.74221213,1764.1346919999999,0.42815205700000003,52.907826345000004,1.04732382e-05,9.863089999999999e-08,1.3370235999999998,7435.600125999999,0.26780471,0.050000000000000044
1376,MINFM66092,255.0,345.0,0.0,0.0,0.0,15.0,0.0,65.5699,4.0,0.0,0.08,0.0,4.0,0.0,3.0,0.0,0.0,197.53248899999997,2.9763873299999997,1685.264424,0.421564657,49.815953815,9.954248200000002e-06,3.0145099900000002e-05,1.2714986,6958.993926,0.23405271,0.7499999999999999
1377,MINFM66101,241.0,345.0,0.0,0.0,0.0,16.0,0.0,59.1299,7.0,0.0,0.08,0.0,8.0,0.0,3.5,0.0,0.0,200.90908899999997,3.2550093299999996,1713.094224,0.43346045699999997,50.875801665,1.04433282e-05,3.518600990000001e-05,1.2968385999999998,7115.378325999999,0.22987670999999998,0.7499999999999999
1378,MINFM66400,176.0,795.0,0.0,0.0,0.08,11.0,0.0,80.5999,0.5,1.5,0.01,0.0,2.0,0.0,0.0,0.0,0.25,211.000789,2.8029270299999998,1785.4635210000001,0.42752885700000004,53.756606360000006,1.05249682e-05,1.125349e-07,1.3421485999999998,7518.634725999999,0.26861471,0.7999999999999999
1382,MINFM66397,160.5,380.0,0.0,0.0,0.0,12.0,0.0,74.0049,0.5,1.5,0.06,0.0,4.0,0.0,0.0,0.0,0.0,203.555339,2.7044640300000005,1713.621566,0.41027170700000004,51.637498650000005,1.0037078200000002e-05,1.001499e-07,1.2872085999999998,7231.815826,0.25686421,0.7999999999999999
1387,MINFM55403,302.0,515.0,0.0,0.0,0.03,12.5,0.0,62.3529,1.65,1.5,0.0,0.0,14.5,0.0,0.5,0.1,0.0,203.992619,2.88503423,1723.7349319999998,0.41734514699999997,52.3685079575,1.03669222e-05,5.116652900000001e-06,1.2956505999999999,7388.119445999999,0.25699341,0.75
1389,MINFM54240,201.0,205.0,0.0,0.3,0.0,18.0,0.0,61.5049,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,203.995339,2.7321806299999998,1710.247592,0.416541707,50.782350405,9.7655782e-06,3000000000.0,1.2776185999999998,7204.435826,0.25336421,0.5499999999999999
1390,MINFM54242,201.0,205.0,0.0,0.5,0.0,18.0,0.0,61.2549,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,203.467839,2.74246563,1710.873592,0.417484207,50.664359905,9.7480782e-06,5000000000.0,1.2758186,7189.670826,0.25263921,0.5499999999999999
1392,MINFM54245,201.0,205.0,0.0,0.75,0.0,18.0,0.0,61.0049,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,202.940339,2.75711563,1712.7860919999998,0.41893920700000004,50.551774905,9.7335782e-06,7500000000.0,1.2744436000000001,7176.135826,0.25191420999999997,0.5499999999999999
1393,MINFM55304,341.0,1070.0,0.0,0.0,0.1,15.0,0.0,73.6499,0.5,2.5,0.07,0.0,4.0,0.0,0.0,0.0,0.0,214.46628900000002,2.8161494300000003,1803.829495,0.426560057,53.97194327,1.0197288200000002e-05,1.1415490000000001e-07,1.3395036,7523.130126,0.26523471,0.7999999999999999
1394,MINFM54011,183.0,170.0,0.0,0.0,0.0,18.0,0.0,65.0449,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,203.46473899999998,2.66678863,1697.4917919999998,0.411428907,50.379094405000004,9.6292982e-06,9.366489999999999e-08,1.2706285999999998,7119.475426,0.25123021,0.04999999999999982
1408,MINFM55357,262.0,520.0,0.0,0.0,0.0,14.0,1.25,72.1399,0.0,0.5,0.0,0.0,5.0,0.0,0.0,0.0,0.0,204.545189,2.71049013,1720.196892,0.41611725699999996,51.774676155,1.00987582e-05,9.40099e-08,1.2975835999999998,7288.195726,0.25990571,0.09999999999999987
1409,MINFM66314,255.0,515.0,0.0,0.0,0.0,15.0,3.0,69.9099,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,199.259889,2.6523141299999993,1675.9489919999999,0.40774085699999996,50.507780655,9.881368199999999e-06,9.163589999999998e-08,1.2697385999999997,7110.545525999999,0.25373871,0.04999999999999982
1416,MINFM53160,155.0,335.0,0.0,0.0,0.0,14.0,2.5,73.5649,0.0,0.0,0.0,0.15,4.5,0.0,0.0,0.0,0.0,206.689439,2.76811263,1743.9498919999996,0.4241745069999999,52.730984975,1.0393108199999999e-05,9.524289999999998e-08,1.3225835999999997,7428.815225999999,0.26578820999999997,0.09999999999999987
1424,MINFM21694,163.0,122.5,0.0,0.0,0.26,0.0,0.0,98.6599,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,209.36038899999997,2.89416113,1802.8049919999999,0.441773957,55.45747724499999,1.17905282e-05,1.332999e-07,1.3914585999999998,7819.194726,0.28611370999999997,0.7
1425,MINFM21719,190.5,155.0,0.0,0.0,0.42,0.0,0.0,98.4999,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,209.02278899999996,2.89528113,1806.0241919999996,0.442202757,55.387342364999995,1.17830082e-05,1.4913989999999998e-07,1.3903385999999998,7810.223526,0.28564970999999995,0.7
1426,MINFM21776,178.0,162.5,0.0,0.0,0.24,0.0,0.0,98.2799,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,209.35058899999999,2.91810113,1801.2385919999997,0.441856357,55.462616284999996,1.18310682e-05,1.3667989999999998e-07,1.3915985999999998,7818.700126,0.28501171,0.7
1427,MINFM26386,135.0,225.5,0.0,0.0,0.0,0.0,0.0,99.6299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210.219089,2.85937813,1801.3085919999999,0.44136045700000004,55.638317655,1.1756328200000001e-05,9.96299e-08,1.3948186,7844.858326,0.28892671,0.0
1428,MINFM21796,176.5,162.5,0.0,0.0,0.15,0.0,0.0,98.0699,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,209.50148900000002,2.93553113,1798.554792,0.44171715699999997,55.499346290000005,1.1864998200000002e-05,1.317899e-07,1.3922286,7822.534426,0.28440271,0.7
1438,MINFM21979,346.0,942.5,0.0,0.0,0.36,1.0,0.0,95.3599,0.45,0.2,0.0,0.0,1.3,0.0,0.0,0.0,0.0,208.14838899999998,2.8705461299999997,1794.2034919999999,0.438291457,55.0190510775,1.16084782e-05,1.4015589999999998e-07,1.3783086,7758.178725999999,0.2832937099999999,0.75
1439,MINFM22016,356.5,1010.0,0.0,0.0,0.36,0.5,0.0,94.5599,0.45,0.45,0.0,0.0,2.3,0.0,0.0,0.0,0.0,207.887889,2.87626113,1793.574492,0.437364957,55.1390945775,1.16355782e-05,1.395784e-07,1.3772335999999998,7774.266726,0.28379870999999995,0.75
1440,MINFM27017,191.0,315.0,0.0,0.0,0.0,0.0,0.0,99.4099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,209.75488899999996,2.85306413,1797.3309919999997,0.44038585699999994,55.515458654999996,1.1730368200000001e-05,9.940989999999998e-08,1.3917385999999998,7827.535525999999,0.28828870999999995,0.0
1441,MINFM47811,219.0,355.0,0.0,0.0,0.0,0.0,0.0,99.2599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,209.438389,2.84875913,1794.618992,0.439721357,55.431691155,1.1712668200000001e-05,9.925989999999998e-08,1.3896385999999998,7815.724526,0.28785371,0.0
1456,MINFM27885,126.5,375.0,0.0,0.0,0.55,0.8,0.0,96.6699,0.7,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,207.66198899999998,2.88747613,1798.9852919999996,0.440455657,54.894027869999995,1.16410982e-05,1.6627659000000002e-06,1.3798785999999998,7737.161425999999,0.28202271,0.7
1457,MINFM27890,237.0,1175.0,0.0,0.0,0.55,0.7,0.0,96.1299,0.7,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,206.267089,2.87181313,1787.9335919999999,0.437926957,54.55451152,1.1573778200000002e-05,2.1620989000000007e-06,1.3714685999999998,7688.666826000001,0.28024671,0.7
1472,MINFM27629,159.0,142.5,0.0,0.0,0.17,0.0,0.0,96.0399,1.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.1,204.82268899999997,2.86247913,1762.749892,0.43297495700000005,54.296350545,1.1574078200000001e-05,1.6276399e-06,1.3627485999999998,7650.340625999999,0.27888570999999995,0.7
1473,MINFM27632,95.5,171.5,0.0,0.0,0.16,0.0,0.0,96.0899,1.3,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,205.417689,2.88992213,1766.5043919999998,0.434422857,54.45098736,1.16372682e-05,2.1308099000000003e-06,1.3667786,7671.515925999999,0.27866071,0.7
1474,MINFM48386,169.5,490.0,0.0,0.0,0.7,0.0,0.0,96.5749,0.9,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,205.625539,2.88484463,1788.9916919999998,0.438151307,54.552898459999994,1.1644738200000001e-05,1.6795349000000002e-06,1.3711985999999998,7690.901626,0.28006720999999996,0.7
1475,MINFM48769,98.5,294.0,0.0,0.0,0.12,0.8,0.0,96.7499,0.8,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.1,208.16618899999997,2.8874171299999998,1788.0192919999997,0.43885535699999995,54.998554505,1.16506282e-05,1.8214859000000001e-06,1.3809586,7747.758526,0.28262470999999995,0.7
1477,MINFM28051,183.0,196.0,0.0,0.0,0.17,0.0,0.0,96.4399,1.2,0.3,0.0,0.0,0.0,0.0,0.15,0.0,0.0,206.921689,2.89816913,1779.5258919999999,0.435968957,54.866485135,1.16706782e-05,1.6308849e-06,1.3741485999999998,7721.506625999999,0.28060570999999995,0.75
1483,MINFM28234,207.5,220.5,0.0,0.0,0.2,1.4,0.0,95.6999,1.1,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.1,208.20928899999998,2.90300213,1789.0856919999999,0.43899105699999996,54.8929642,1.1626388200000001e-05,1.6335179e-06,1.3791985999999998,7731.679125999999,0.28083970999999996,0.7
1499,MINFM28261,112.5,440.0,0.0,0.0,0.18,2.7,0.0,93.4399,0.5,0.25,0.0,0.0,0.0,0.0,0.15,0.0,0.0,206.57418899999996,2.82638113,1771.1138919999999,0.432461557,54.163694590000006,1.12953882e-05,1.6222064e-06,1.3594935999999997,7620.863325999999,0.27742070999999996,0.75
1504,MINFM49128,150.0,735.0,0.0,0.0,0.32,1.7,0.0,94.2799,0.4,0.15,0.0,0.0,1.5,0.0,0.15,0.0,0.1,208.157589,2.8704671299999998,1793.9920919999997,0.438700157,54.910111025,1.15383482e-05,1.6355614000000002e-06,1.3769836,7740.758725999999,0.28246670999999995,0.75
1506,MINFM28561,122.5,490.0,0.0,0.0,0.17,10.0,0.0,83.2549,0.5,0.8,0.0,0.0,0.3,0.0,0.25,0.0,0.2,208.16333900000004,2.78330963,1769.1530919999998,0.427277407,53.104114270000004,1.0536548200000001e-05,2.6212109e-06,1.3348586,7437.703726000001,0.26658921,0.75
1524,MINFM47160,118.0,102.5,0.0,0.0,0.0,0.0,0.0,97.0299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,204.73308899999998,2.7847581299999997,1754.3005919999998,0.42984245699999996,54.186347655,1.1449528200000001e-05,9.702989999999998e-08,1.3584185999999998,7640.134325999999,0.28138671,0.0
1525,MINFM47257,67.5,112.5,0.0,0.0,0.0,0.0,0.0,99.7399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210.451189,2.86253513,1803.297392,0.441847757,55.699747155000004,1.1769308200000001e-05,9.973989999999999e-08,1.3963586,7853.5197259999995,0.28924571,0.0
1537,MINFM47921,45.0,165.0,0.0,0.0,0.0,0.0,0.0,99.2999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,209.522789,2.8499071299999996,1795.3421919999996,0.43989855699999997,55.45402915499999,1.1717388200000001e-05,9.929989999999998e-08,1.3901985999999997,7818.874125999999,0.28796971,0.0
1548,MINFM48313,165.0,510.0,0.0,0.0,0.57,0.0,0.0,97.8349,0.6,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,207.71363899999997,2.89241063,1803.0969919999998,0.441729307,55.090160165,1.1720388200000001e-05,2.1634749000000006e-06,1.3842785999999998,7765.921926,0.28372121,0.7
1582,MINFM46994,115.0,87.5,0.0,0.0,0.0,0.0,0.0,99.8299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210.64108899999997,2.86511813,1804.9245919999998,0.442246457,55.750007655,1.17799282e-05,9.982989999999998e-08,1.3976185999999997,7860.606325999999,0.28950670999999994,0.0
1600,MINFM48667,85.0,290.0,0.0,0.0,0.08,0.5,0.0,97.4299,0.4,0.08,0.0,0.0,0.0,0.0,0.15,0.0,0.2,208.353789,2.86575913,1790.4630919999997,0.438756557,55.119832145000004,1.1638248200000001e-05,1.6122689e-06,1.3826885999999998,7762.962925999999,0.28458470999999996,0.75
1601,MINFM28473,137.5,495.0,0.0,0.0,0.26,12.0,0.0,84.0799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210.88858899999997,2.76797513,1785.6965919999998,0.43288255699999995,53.22517997499999,1.0527888200000002e-05,1.253199e-07,1.3469385999999997,7483.145525999999,0.26903171,0.7
1602,MINFM48822,158.5,705.0,0.0,0.0,0.24,0.6,0.0,96.8599,1.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.1,208.23628899999997,2.90687813,1793.3660919999995,0.44017385699999995,55.080280734999995,1.17057282e-05,1.8362219000000003e-06,1.3833385999999996,7759.800326,0.28252371,0.7
1605,MINFM7312,246.0,672.0,0.0,0.0,0.37,0.0,0.0,97.1599,1.45,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,207.94888899999998,2.9387481299999996,1795.3059919999996,0.44102005699999997,55.14211564749999,1.18096882e-05,1.6550399000000001e-06,1.3847785999999997,7770.568425999999,0.28176370999999995,0.7
1606,MINFM7414,75.0,205.0,0.0,0.0,0.0,18.0,0.0,63.8449,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,204.932739,2.7027486300000003,1710.3157919999999,0.414972907,50.882822405,9.7556982e-06,9.39049e-08,1.2808286,7203.1474259999995,0.25395020999999995,0.04999999999999982
1607,MINFM7765,286.0,797.5,0.0,0.0,0.47,0.75,0.0,96.5599,0.65,0.15,0.0,0.0,0.0,0.0,0.15,0.0,0.0,207.684889,2.8803031299999997,1796.4519919999998,0.439293557,54.9134327375,1.16163382e-05,1.6539549e-06,1.3785535999999996,7734.801425999999,0.28206370999999997,0.75
1608,MINFM7879,302.5,817.5,0.0,0.0,0.38,0.9,0.0,95.2199,0.6,0.2,0.0,0.0,1.65,0.0,0.15,0.0,0.0,208.64148899999998,2.89816213,1801.1472919999999,0.440645957,55.22123633499999,1.1671828199999999e-05,1.6443009e-06,1.3835636,7786.346525999999,0.28376271,0.75
1609,MINFM7959,169.0,390.0,0.0,0.0,0.17,0.0,0.0,98.0699,0.35,0.45,0.0,0.0,0.0,0.0,0.15,0.0,0.0,209.171489,2.87411013,1800.436792,0.439511857,55.453695252500005,1.1685768200000002e-05,1.6203574e-06,1.3872436,7801.777826,0.28579771,0.75
1611,MINFM8702,180.5,1105.0,0.0,0.0,0.38,0.7,0.0,95.8949,0.7,0.2,0.0,0.0,0.85,0.0,0.15,0.0,0.0,208.105739,2.8925046300000004,1796.8002920000001,0.43959320700000004,55.07958873,1.1656178200000002e-05,1.6455859e-06,1.3808135999999998,7761.422025999999,0.28282020999999996,0.75
1612,MINFM8618,276.5,777.5,0.0,0.0,0.38,0.4,0.0,96.5949,0.75,0.2,0.0,0.0,0.4,0.0,0.15,0.0,0.0,207.944739,2.89255963,1796.0577919999996,0.439475207,55.0778641525,1.16746282e-05,1.6463009000000001e-06,1.3810386,7758.769026,0.28282520999999994,0.75
1615,MINFM8136,234.5,600.0,0.0,0.0,0.38,0.7,0.0,97.4199,0.7,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,208.965489,2.9000521299999997,1803.9212919999998,0.442081457,55.24045108,1.1712628200000002e-05,1.6463889e-06,1.3877885999999997,7785.222526,0.28398771,0.7
1616,MINFM6780,50.5,190.0,0.0,0.0,0.13,0.0,0.0,99.1549,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,209.810839,2.8770566300000002,1802.237592,0.44161150699999996,55.55348195,1.17746082e-05,1.1647489999999998e-07,1.3932785999999997,7832.813926,0.28754921,0.7
1617,MINFM7078,96.0,380.0,0.0,0.0,0.9,0.0,0.0,98.3949,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,208.207239,2.88273363,1817.910792,0.443719407,55.221542340000006,1.1739598200000001e-05,1.9271490000000002e-07,1.3880286,7790.427426,0.28534521,0.7
1618,MINFM8463,229.0,702.5,0.0,0.0,0.28,0.4,0.0,98.3449,0.7,0.15,0.0,0.0,0.4,0.0,0.15,0.0,0.0,211.37373899999997,2.93319463,1821.674292,0.446152707,55.96770193,1.18607782e-05,1.6373034e-06,1.4034136,7885.422025999999,0.28774521,0.75
1619,MINFM8571,287.5,775.0,0.0,0.0,0.47,0.35,0.0,96.4099,0.7,0.15,0.0,0.0,0.35,0.0,0.15,0.0,0.0,207.05138899999997,2.88124313,1792.0194919999997,0.43846605699999996,54.85457675999999,1.16367882e-05,1.6542689000000002e-06,1.3762785999999998,7729.343425999999,0.28187370999999994,0.75
1622,MINFM52864,135.0,257.5,0.0,0.0,0.0,24.5,0.0,63.1199,0.0,3.5,0.0,0.0,3.5,0.0,0.0,0.0,0.0,220.052989,2.75059113,1824.617792,0.423471157,53.400521655000006,9.285648200000001e-06,9.867989999999999e-08,1.3246786,7390.940926,0.25619771,0.09999999999999987
1624,MINFM67353,192.0,205.0,0.0,0.0,0.0,18.0,0.0,58.1449,0.0,3.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,204.775739,2.66885863,1711.2197919999999,0.401681907,51.164791405,9.3610982e-06,9.057489999999998e-08,1.2580285999999998,7151.809426,0.24982021,0.09999999999999987
1628,MINFM67317,163.0,205.0,0.0,0.0,0.05,1.0,0.0,96.0499,0.3,0.44,0.0,0.0,0.0,0.0,0.5,0.0,0.0,207.73188899999997,2.85489713,1785.4741919999997,0.436786957,54.892410639999994,1.14856582e-05,5.106881900000001e-06,1.3751285999999998,7714.794625999999,0.28200871,0.75
1629,MINFM52010,124.0,102.5,0.0,0.0,0.0,0.0,0.0,97.5799,0.3,0.44,0.0,0.0,0.0,0.0,0.1,0.0,0.0,207.98218899999995,2.84650313,1783.1945919999996,0.435517357,55.108530789999996,1.16032482e-05,1.1021419e-06,1.3777985999999998,7753.413325999999,0.2843457099999999,0.34999999999999987
1631,MINFM67320,163.0,205.0,0.0,0.0,0.15,0.8,0.0,97.4899,0.3,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,208.600189,2.86117013,1792.4628919999998,0.43933625699999995,55.084161890000004,1.1622658200000001e-05,1.6178259000000001e-06,1.3829586,7762.780225999999,0.28440071,0.7
1632,MINFM67606,103.5,137.5,0.0,0.0,0.0,23.0,0.0,70.5599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,213.05138899999997,2.6874691299999998,1765.6229919999998,0.424820357,51.363279155,9.4530682e-06,9.97699e-08,1.3098386,7198.086525999999,0.25292370999999997,0.0
1636,MINFM52254,192.0,205.0,0.0,0.0,0.04,18.0,0.0,66.0799,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,205.648589,2.69792113,1717.7325919999998,0.416298357,50.961894435000005,9.754268200000001e-06,9.869989999999999e-08,1.2853985999999997,7201.878126,0.25423171,0.7
1637,MINFM51990,98.5,120.0,0.0,0.0,0.0,0.0,0.0,95.7619,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,202.63180899999998,2.7741475299999996,1735.7744519999999,0.42560851699999996,53.6375533855,1.13628342e-05,9.993789999999999e-08,1.3447265999999998,7561.955005999999,0.27770951,0.0
