internal_id,avg_hardness,avg_yield,Al,As,B,Bi,C,Ca,Ce,Co,Cr,Cu,Fe,Mg,Mn,Mo,N,Nb,Ni,Other,P,Pb,S,Se,Si,Sn,Ta,Ti,V,W,Zn,Zr
MINFM42197,201,490,0,0,0,0,0,0,0,0,0.4,0,90.3599,0,0.35,0.15,0,0,0.4,0,0,0,0,0,0.15,0,0,0,0,0,0,0
MINFM42257,269,730,0,0,0,0,0,0,0,0,0.4,0,90.3599,0,0.35,0.15,0,0,0.4,0,0,0,0,0,0.15,0,0,0,0,0,0,0
MINFM42217,229,580,0,0,0,0,0,0,0,0,0.4,0,90.3599,0,0.35,0.15,0,0,0.4,0,0,0,0,0,0.15,0,0,0,0,0,0,0
MINFM42261,269,710,0,0,0,0,0,0,0,0,0.4,0,90.3599,0,0.35,0.15,0,0,0.4,0,0,0,0,0,0.15,0,0,0,0,0,0,0
MINFM42271,285,770,0,0,0,0,0,0,0,0,0.4,0,90.3599,0,0.35,0.15,0,0,0.4,0,0,0,0,0,0.15,0,0,0,0,0,0,0
MINFM49997,92.5,260,0,0,0,0,0.28,0,0,0,0,0,98.3199,0,0.4,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0
MINFM49999,105,300,0,0,0,0,0.4,0,0,0,0,0,98.1999,0,0.4,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0
MINFM50004,92,300,0,0,0,0,0.2,0,0,0,0,0,97.6199,0,1.2,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0
MINFM50006,119.5,450,0,0,0,0,0.2,0,0,0,0,0,97.6199,0,1.2,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0
MINFM50040,140,550,0,0,0,0,0.35,0,0,0,0.4,0,95.2799,0,0.6,0,0,0,1.6,0,0,0,0,0,0.2,0,0,0,0,0,0,0
MINFM50046,115,380,0,0,0,0,0.15,0,0,0,4,0,91.2999,0,0.4,0.45,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0
MINFM50056,134.5,490,0,0,0,0,0.45,0,0,0,0,0,97.4999,0,0.6,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0
MINFM50065,239,490,0,0,0,0,0.1,0,0,0,0.8,0,96.6999,0,0.6,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM50070,142.5,640,0,0,0,0,0.28,0,0,0,2.8,0,93.7199,0,0.4,0.4,0,0,0,0,0,0,0,0,0.3,0,0,0,0.12,0,0,0
MINFM50072,134.5,590,0,0,0,0,0,0,0,0,0.5,0,96.3399,0,0.5,0.2,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM77430,250,680,0,0,0,0,0.3,0,0,0,1.4,0,0,0,1,0.3,0,0,0.8,0,0,0,0,0,0.3,0,0,0,0,0,0,0
MINFM77424,105,355,0,0,0,0,0.42,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0.17,0,0,0,0,0,0,0
MINFM50098,110,343,0,0,0,0,0,0,0,0,12,0,83.2999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM50127,110,245,1,0,0,0,0.3,0,0,0,23,0,48.8199,0,0,0,0,0,20,0,0,0,0,0,1,0,0,0.05,0,0,0,0
MINFM7465,229.5,300,0,0,0,0,0.38,0,0,0,0.55,0,96.8399,0,0.7,0,0,0,1.1,0,0,0,0,0,0.15,0,0,0,0,0,0,0
MINFM7694,269,544,0,0,0,0,0.38,0,0,0,0.8,0,98.1449,0,0.75,0.15,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0,0
MINFM7615,215,470.5,0,0,0,0,0.18,0,0,0,0.4,0,98.4449,0,0.7,0.08,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0,0
MINFM7715,289,1735,0,0,0,0,0.38,0,0,0,0.8,0,98.1449,0,0.75,0.15,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0,0
MINFM6833,196.5,404,0,0,0,0,0.18,0,0,0,0,0,98.7049,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM7160,218,551,0,0,0,0,0.32,0,0,0,0,0,97.7899,0,1.35,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0
MINFM67143,295,620,0,0,0,0,0,0,0,0,11.5,0,77.7899,0,0.5,0.5,0,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM53266,201,205,0,0,0,0,0,0,0,0,18,0,64.9849,0,0,0,0.1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM53270,217,310,0,0,0,0,0.05,0,0.03,0,20,0,62.7499,0,0,0,0.14,0,10,0,0,0,0,0,1.4,0,0,0,0,0,0,0
MINFM53301,217,185,0,0,0,0,0.04,0,0.05,0,26,0,36.4599,0,0,0,0,0.6,31,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM67147,103.5,275,0,0,0,0,0.1,0,0,0,1,0,95.7699,0,0.3,0.44,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0
MINFM67148,103.5,310,0,0,0,0,0.1,0,0,0,1,0,95.7699,0,0.3,0.44,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0
MINFM53269,183,205,0,0,0,0,0,0,0,0,19,0,64.0949,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM53274,217,205,0,0,0,0,0,0,0,0,24,0,48.1749,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM8482,229,702.5,0,0,0,0,0.27,0,0,0,0.35,0,96.7199,0,0.6,0.15,0,0,0.35,0,0,0,0,0,0.15,0,0,0,0,0,0,0
MINFM8728,302.5,817.5,0,0,0,0,0.37,0,0,0,0.65,0,95.0099,0,0.6,0.2,0,0,1.55,0,0,0,0,0,0.15,0,0,0,0,0,0,0
MINFM8218,269,672.5,0,0,0,0,0.56,0,0,0,0.7,0,97.1099,0,0.75,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0,0
MINFM8340,409,1205,0,0,0,0,0,0,0,0,15,3,69.6599,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM66257,183,205,0,0,0,0,0,0,0,0,11.5,0,83.7499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM55506,98.5,155,0,0,0,0,0.05,0,0,0,0.44,0,97.2699,0,0.3,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0
MINFM52052,98.5,157.5,0,0,0,0,0.05,0,0,0,1.9,0,94.9399,0,0.3,0.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM66219,223,300,0,0,0,0,0,0,0,0,19.5,0.5,51.3299,0,0,6,0.18,0,17.5,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM52072,108.5,157.5,0,0,0,0,0,0,0,0,6,0,89.5399,0,0.3,0.44,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0
MINFM66245,293,450,0,0,0,0,0,0,0,0,21,0,63.7199,0,0,2.5,0.08,0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM66251,293,485,0,0,0,0,0,0,0,0,26,0,60.2749,0,0,1,0.15,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM66203,201,240,0,0,0,0,0,0,0,0,18,0,65.7149,0,0,0,0.1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM66213,217,205,0,0,0,0,0.04,0,0,0,22,0,57.0749,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM66289,183,205,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM66225,217,240,0,0,0,0,0,0,0,0,16,0,61.9349,0,0,2,0.1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM52151,146,102.5,0,0,0,0,0.1,0,0,0,0,0,97.7999,0,0.3,0.44,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0
MINFM66240,201,205,0,0,0,0,0.04,0,0,0,17,0,63.7749,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM67195,160.5,760,0,0,0,0,0,0,0,0,11.5,0,83.7799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM67325,163,205,0,0,0,0,0,0,0,0,4,0,92.0499,0,0.3,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM67144,108.5,380,0,0,0,0,0,0,0,0,8,0,87.0899,0,0.3,0.9,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0
MINFM67145,248,415,0,0,0,0,0.08,0,0,0,8,0,87.3399,0,0.3,0.85,0.03,0.06,0,0,0,0,0,0,0.2,0,0,0,0.18,0,0,0
MINFM67333,192,205,0,0,0,0,0,0,0,0,18,0,66.0999,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM53304,183,205,0,0,0,0,0,0,0,0,10.5,0,84.1549,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM67159,197,315,0,0,0,0,0,0,0,0,0,0.75,95.1549,0,0.4,0,0,0,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM67337,192,240,0,0,0,0,0,0,0,0,18,0,65.9399,0,0,0,0.1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM66204,92,205,0,0,0,0,0,0,0,0,18,0,65.7349,0,0,0,0.1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM66222,217,205,0,0,0,0,0.04,0,0,0,16,0,62.0749,0,0,2,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM67144,108.5,380,0,0,0,0,0,0,0,0,8,0,87.0899,0,0.3,0.9,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0
MINFM67145,248,415,0,0,0,0,0.08,0,0,0,8,0,87.3399,0,0.3,0.85,0.03,0.06,0,0,0,0,0,0,0.2,0,0,0,0.18,0,0,0
MINFM67333,192,205,0,0,0,0,0,0,0,0,18,0,66.0999,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM53304,183,205,0,0,0,0,0,0,0,0,10.5,0,84.1549,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM67159,197,315,0,0,0,0,0,0,0,0,0,0.75,95.1549,0,0.4,0,0,0,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM67337,192,240,0,0,0,0,0,0,0,0,18,0,65.9399,0,0,0,0.1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM66204,92,205,0,0,0,0,0,0,0,0,18,0,65.7349,0,0,0,0.1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM66222,217,205,0,0,0,0,0.04,0,0,0,16,0,62.0749,0,0,2,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM66227,217,205,0,0,0,0,0,0,0,0,18,0,57.9949,0,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM66231,217,240,0,0,0,0,0,0,0,0,18,0,57.9249,0,0,3,0.1,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM67352,192,205,0,0,0,0,0,0,0,0,18,0,59.0999,0,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM52042,98.5,137.5,0,0,0,0,0.05,0,0,0,0.44,0,97.2699,0,0.3,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0
MINFM52020,98.5,110,0,0,0,0,0.05,0,0,0,0.8,0,96.4099,0,0.3,0.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM67343,192,205,0,0,0,0,0.04,0,0,0,24,0,49.0799,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM66256,217,205,0,0,0,0,0,0,0,0,11.5,0,83.5299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM67344,192,205,0,0,0,0,0.04,0,0,0,24,0,47.3249,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM67619,120.5,137.5,0,0,0,0,0,0,0,0,25,0,69.6349,0,0,0.75,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM67338,192,205,0,0,0,0,0,0,0,0,22,0,55.3449,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM66270,255,415,0,0,0,0,0,0,0,0,28,0,62.6549,0,0,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM67359,192,205,0,0,0,0,0.005,0,0,0,17,0,64.0599,0,0,0,0.06,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM67351,192,240,0,0,0,0,0,0,0,0,16,0,61.9399,0,0,2,0.1,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM67352,192,205,0,0,0,0,0,0,0,0,18,0,59.0999,0,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM52042,98.5,137.5,0,0,0,0,0.05,0,0,0,0.44,0,97.2699,0,0.3,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0
MINFM52020,98.5,110,0,0,0,0,0.05,0,0,0,0.8,0,96.4099,0,0.3,0.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM67343,192,205,0,0,0,0,0.04,0,0,0,24,0,49.0799,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM66256,217,205,0,0,0,0,0,0,0,0,11.5,0,83.5299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM67344,192,205,0,0,0,0,0.04,0,0,0,24,0,47.3249,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM67619,120.5,137.5,0,0,0,0,0,0,0,0,25,0,69.6349,0,0,0.75,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM67338,192,205,0,0,0,0,0,0,0,0,22,0,55.3449,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM66270,255,415,0,0,0,0,0,0,0,0,28,0,62.6549,0,0,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM67450,103.5,102.5,0,0,0,0,0,0,0,0,11.5,0,84.0299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM67645,90,140,0,0,0,0,0,0,0,0,10.5,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM67671,90,125,0,0,0,0,0,0,0,0,17.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM51143,190,240,0,0,0,0,0,0,0,0,0,0,60.3999,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM54848,131,242.5,0,0,0,0,0,0,0,0,8,0,87.0899,0,0.3,0.9,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0
MINFM52350,192,207,0,0,0,0,0,0,0,0,24,0,48.8499,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM55860,117.5,224,0,0,0,0,0,0,0,0,11.5,0,81.7799,0,0,0,0,0,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM55876,103.5,138,0,0,0,0,0,0,0,0,23,0,66.4799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM52520,96,86,0,0,0,0,0,0,0,0,16,0,60.8949,0,0,2,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM52526,96,103.5,0,0,0,0,0,0,0,0,14,0,44.7799,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM66348,259,585,0.9,0,0,0,0,0,0,0,12.25,0,74.0219,0,0,2,0,0,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM52504,96,103.5,0,0,0,0,0,0,0,0,18,0,65.8499,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM52355,192,207,0,0,0,0,0,0,0,0,17,0,63.8499,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM55856,103.5,103.5,0,0,0,0,0,0,0,0,11.5,0,83.8299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM50873,264,345,0,0,0,0,0.12,0,0,0,0.4,0,97.3594,0,0.7,0.15,0,0,0,0,0,0,0,0,0.2,0,0,0.01,0.03,0,0,0
MINFM52532,95,120.5,0,0,0,0,0,0,0,0,16,0,79.3099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM50894,264,345,0,0,0.001,0,0.1,0,0,0,0,0,97.3749,0,1.1,0.45,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0,0
MINFM55866,107.5,189.5,0,0,0,0,0.6,0,0,0,16,0,78.4299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM55766,181.5,700,0,0,0,0,0,0,0,0,0,0,96.9999,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM55768,238.5,1100,0,0,0,0,0,0,0,0,0,0,96.9999,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM50894,264,345,0,0,0.001,0,0.1,0,0,0,0,0,97.3749,0,1.1,0.45,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0,0
MINFM55766,181.5,700,0,0,0,0,0,0,0,0,0,0,96.9999,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM55768,238.5,1100,0,0,0,0,0,0,0,0,0,0,96.9999,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM51296,297,550,0,0,0,0,0,0,0,0,24,1.5,57.2399,0,0,2.9,0.1,0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM51588,217,240,0,0,0,0,0,0,0,0,8,0,53.4449,0,0,0,0,0,22,0,0,0,0,0,6.5,0,0,0,0,0,0,0
MINFM65878,264,345,0,0,0,0,0.12,0,0,0,0.4,0,0,0,0.7,0.15,0,0,0,0,0,0,0,0,0.2,0,0,0.01,0.03,0,0,0
MINFM51335,250,430,0,0,0,0,0,0,0,0,24,0.3,38.2949,0,2,7,0.45,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM65914,264,345,0,0,0,0,0.14,0,0,0,1,0,0,0,0.95,0.4,0,0,1.2,0,0,0,0,0,0.15,0,0,0,0.03,0,0,0
MINFM66594,271,485,0,0,0,0,0,0,0,0,23,0,63.0999,0,0,1,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM52992,297,450,0,0,0,0,0,0,0,0.5,23,0,55.1499,0,0,2,0.08,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM66580,290,485,0,0,0,0,0,0,0,0,22,0,0,0,0,3,0.14,0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM66577,300,325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM66585,290,440,0,0,0,0,0,0,0,0,18,0,68.5599,0,1.2,2.5,0.05,0,4.25,0,0,0,0,0,1.4,0,0,0,0,0,0,0
MINFM51472,252,570,0,0,0,0,0.43,0,0,0,0,0,97.8199,0,0.6,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0,0
MINFM51500,252,570,0,0,0,0,0.3,0,0,0,0.8,0,96.5199,0,0.65,0.15,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0,0
MINFM51339,310,550,0,0,0,0,0,0,0,0,24,0,58.0949,0,0,3,0.24,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM65890,264,345,0,0,0.001,0,0.12,0,0,0,0,0,0,0,0.45,0.45,0,0,1.2,0,0,0,0,0,0.2,0,0,0,0,0,0,0
MINFM65904,264,345,0,0,5e-04,0,0.1,0,0,0,0.4,0.15,0,0,0.6,0.4,0,0,0.7,0,0,0,0,0,0.15,0,0,0,0.03,0,0,0
MINFM65906,264,345,0,0,5e-04,0,0.12,0,0,0,0.4,0,0,0,0.95,0.2,0,0,0.3,0,0,0,0,0,0.2,0,0,0,0.03,0,0,0
MINFM52657,217,170,0,0,0,0,0,0,0,0,16,0,60.7949,0,0,2,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM51309,142.5,620,0,0,0,0,0,0,0,0,11.5,0,81.2099,0,0,0.4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM66565,29,450,0,0,0,0,0,0,0,0,21,0,63.7199,0,0,2.5,0.08,0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM52892,120.5,207.5,0,0,0,0,0,0,0,0,28,0,64.9249,0,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM52836,120.5,137.5,0,0,0,0,0,0,0,0,25,0,68.7349,0,0,0.75,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM67016,295,620,0,0,0,0,0,0,0,0,11.5,0,76.7899,0,0.5,0.5,0,0,3.5,0,0,0,0,0,0,0,0,0,0,0.5,0,0
MINFM21727,240.5,480,0,0,0,0,0.45,0,0,0,0,0,98.4499,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM21355,90,205,0,0,0,0,0,0,0,0,17,0,65.8949,0,0.5,0,0,0,9,0,0,0,0,0,0.2,0,0,0,0,0,0,0
MINFM21373,90,235,0,0,0,0,0,0,0,0,17,0,65.2449,0,0.5,0,0,0,9,0,0,0,0,0,0.2,0,0,0,0,0,0,0
MINFM23030,142.5,610,0,0,0,0,0.36,0,0,0,1,0,94.5799,0,0.45,0.2,0,0,1.3,0,0,0,0,0,0.1,0,0,0,0,0,0,0
MINFM12807,62,130,5.5,0,0,0,0,0,0,0,0,0,0,91.7999,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM21946,217,240,0,0,0,0,0.32,0,0,0,0,0,97.5899,0,1,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0
MINFM20510,117.5,450,0,0,0,0,0,0,0,0,11.5,0,82.9199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM22079,239,292.5,0,0,0,0,0.2,0,0,0,12,0,81.2099,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0,0,0,0
MINFM22081,203.5,262.5,0,0,0,0,0.09,0,0,0,11.5,0,81.7799,0,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0,0,0
MINFM21854,251.5,602.5,0,0,0,0,0.36,0,0,0,0,0,97.4599,0,0.6,0,0,0,0,0,0,0,0,0,0.9,0,0,0,0,0,0,0
MINFM21864,276.5,672.5,0,0,0,0,0.32,0,0,0,0,0,97.5799,0,1.3,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM20542,131,580,0,0,0,0,0.09,0,0,0,11.5,0,83.2799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM21909,288,717.5,0,0,0,0,0.36,0,0,0,0.9,0,96.9999,0,0.7,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM22030,444,1235,0,0,0,0,0.26,0,0,0,1.1,0,92.8599,0,0.45,0.2,0,0,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM21727,240.5,480,0,0,0,0,0.45,0,0,0,0,0,98.4499,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM20542,131,580,0,0,0,0,0.09,0,0,0,11.5,0,83.2799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM21909,288,717.5,0,0,0,0,0.36,0,0,0,0.9,0,96.9999,0,0.7,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM22030,444,1235,0,0,0,0,0.26,0,0,0,1.1,0,92.8599,0,0.45,0.2,0,0,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM21121,127.5,465,0,0,0,0,0,0,0,0,11.5,0,83.2199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM21125,170.5,695,0,0,0,0,0,0,0,0,0,0,99.9399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM27988,111.5,215,0,0,0,0,0.1,0,0,0,0.5,0,96.9399,0,0.45,0.4,0,0,0,0,0,0,0,0,0.15,0,0,0,0.22,0,0,0
MINFM29330,134.5,490,0,0,0,0,0.45,0,0,0,0,0,97.4999,0,0.6,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0
MINFM29342,172.5,885,0,0,0,0,0.35,0,0,0,0.8,0,96.1499,0,0.7,0.2,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0
MINFM29346,134.5,590,0,0,0,0,0,0,0,0,0.5,0,96.3399,0,0.5,0.2,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM29373,110,343,0,0,0,0,0,0,0,0,12,0,83.2999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM29320,115,380,0,0,0,0,0.15,0,0,0,4,0,91.2999,0,0.4,0.45,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0
MINFM29321,115,450,0,0,0,0,0.15,0,0,0,4,0,91.2999,0,0.4,0.45,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0
MINFM29330,134.5,490,0,0,0,0,0.45,0,0,0,0,0,97.4999,0,0.6,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0
MINFM29342,172.5,885,0,0,0,0,0.35,0,0,0,0.8,0,96.1499,0,0.7,0.2,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0
MINFM29346,134.5,590,0,0,0,0,0,0,0,0,0.5,0,96.3399,0,0.5,0.2,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM29373,110,343,0,0,0,0,0,0,0,0,12,0,83.2999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM29402,115,245,1,0,0,0,0.2,0,0,0,20,0,33.4199,0,0,0,0,0,37,0,0,0,0,0,1.5,0,0,0.05,0,0,0,0
MINFM65080,180,265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM51624,340,910,0,0,0,0,0,0,0,0,0,0,81.1499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MINFM76592,197,785,0,0,0,0,0.17,0,0,0,0.4,0,0,0,0.6,0.2,0,0,0.35,0,0,0,0,0,0.17,0,0,0,0,0,0,0
MINFM76520,187,590,0,0,0,0,0.17,0,0,0,0,0,0,0,1.4,0,0,0,0,0,0,0,0,0,0.17,0,0,0,0,0,0,0
MINFM76525,187,590,0,0,0,0,0.17,0,0,0,0,0,0,0,1.3,0,0,0,0,0,0,0,0,0,0.17,0,0,0,0.07,0,0,0
MINFM76569,241,590,0,0,0,0,0.22,0,0,0,2.1,0,0,0,0.5,0.9,0,0,0,0,0,0,0,0,0.17,0,0,0,0.3,0,0,0
